Date,XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU,XLRE,XLC
2017-09-30,0.1,0.07500000000000001,0.125,0.1,0.1,0.1,0.125,0.125,0.07500000000000001,0.07500000000000001,0.0
2017-12-31,0.125,0.1,0.1,0.125,0.07500000000000001,0.1,0.1,0.125,0.07500000000000001,0.07500000000000001,0.0
2018-03-31,0.125,0.07500000000000001,0.07500000000000001,0.1,0.125,0.1,0.07500000000000001,0.125,0.1,0.1,0.0
2018-06-30,0.125,0.07500000000000001,0.125,0.07500000000000001,0.1,0.07500000000000001,0.1,0.125,0.1,0.1,0.0
2018-09-30,0.1,0.1,0.07500000000000001,0.1,0.125,0.125,0.1,0.125,0.07500000000000001,0.07500000000000001,0.0
2018-12-31,0.1,0.125,0.07500000000000001,0.1,0.1,0.07500000000000001,0.07500000000000001,0.1,0.125,0.125,0.0
2019-03-31,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.0681818181818182,0.11363636363636365,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.0681818181818182
2019-06-30,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.09090909090909093
2019-09-30,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.11363636363636365,0.0681818181818182
2019-12-31,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.0681818181818182,0.09090909090909093
2020-03-31,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.0681818181818182,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.11363636363636365,0.09090909090909093,0.09090909090909093
2020-06-30,0.11363636363636365,0.0681818181818182,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.09090909090909093
2020-09-30,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.0681818181818182,0.11363636363636365,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.09090909090909093
2020-12-31,0.09090909090909093,0.0681818181818182,0.11363636363636365,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.0681818181818182,0.09090909090909093
2021-03-31,0.09090909090909093,0.0681818181818182,0.11363636363636365,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.09090909090909093
2021-06-30,0.09090909090909093,0.0681818181818182,0.11363636363636365,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.09090909090909093
2021-09-30,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.11363636363636365,0.09090909090909093
2021-12-31,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.0681818181818182,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.11363636363636365,0.0681818181818182
2022-03-31,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.11363636363636365,0.11363636363636365,0.0681818181818182
2022-06-30,0.0681818181818182,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.11363636363636365,0.09090909090909093,0.0681818181818182
2022-09-30,0.11363636363636365,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.0681818181818182
2022-12-31,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.0681818181818182
2023-03-31,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.0681818181818182,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.11363636363636365
2023-06-30,0.11363636363636365,0.0681818181818182,0.0681818181818182,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.11363636363636365
2023-09-30,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.0681818181818182,0.0681818181818182,0.0681818181818182,0.09090909090909093,0.11363636363636365
2023-12-31,0.11363636363636365,0.0681818181818182,0.0681818181818182,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.11363636363636365,0.09090909090909093
2024-03-31,0.0681818181818182,0.09090909090909093,0.11363636363636365,0.11363636363636365,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.0681818181818182,0.09090909090909093
2024-06-30,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.09090909090909093,0.0681818181818182,0.0681818181818182,0.11363636363636365,0.11363636363636365,0.09090909090909093,0.11363636363636365
2024-09-30,0.09090909090909093,0.11363636363636365,0.0681818181818182,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.0681818181818182,0.11363636363636365,0.11363636363636365,0.0681818181818182
