Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2017-06-30,0.031522612379615955,,-0.06485103531820124,0.04358844174030296,0.0518347444186833,0.030584703157047866,0.014357338621896476,0.0275267043788181,0.020883872573082884,0.06985869816787882,0.02220959668899436
2017-09-30,0.06125162884785418,,0.06872772596950893,0.05260831346575667,0.047198372187439386,0.08390250599556293,-0.011306513263332318,0.008416914473818427,0.028765001187392558,0.035220457963725194,0.008576841613191055
2017-12-31,0.07089485230938886,,0.06222482332686652,0.08428530710409055,0.07156431646894701,0.08609869282416449,0.061741672874646714,0.03298381033271092,0.0022819902963742145,0.0156676762451462,0.09931041773692328
2018-03-31,-0.05571565041938609,,-0.060476616640035785,-0.00858639266282002,-0.01428029952872889,0.026187116413398437,-0.0696849171794498,-0.05091385250736524,-0.03336064356205848,-0.012022383951371673,0.029366637720028788
2018-06-30,0.024592930943678315,,0.13414866679216786,-0.03136790685944002,-0.03193877422335645,0.06566917855955934,-0.013319468644390042,0.061421274722605945,0.03749819572365043,0.02910579355852505,0.08191452572891134
2018-09-30,0.0023393955716257686,-0.008022722329225851,0.0042243349168296085,0.041833778772147,0.09980086180709469,0.08802989378123804,0.05396686399067141,0.007468521502164593,0.022389360334000186,0.14451105563310973,0.07566642889262676
2018-12-31,-0.12224022800789447,-0.15480829541631203,-0.23572161373781686,-0.13094554216777565,-0.17336812040412675,-0.17364933850634623,-0.04979276326255211,-0.0382109943612291,0.01366504553665715,-0.08667708064532686,-0.1520384425443455
2019-03-31,0.10332022019524678,0.13499272822177621,0.16196304126836636,0.08485480795282263,0.17159565447849068,0.19779111438565367,0.11101663385328586,0.1750811843862392,0.1073583579733639,0.06452044855750483,0.15380741257485342
2019-06-30,0.060357788070181995,0.05490840748632975,-0.027653901317994944,0.07898222994438608,0.036341336308991945,0.05832080132468298,0.0428191542033276,0.023238367911142976,0.033282222709482445,0.01400839529806519,0.050601659486788186
2019-09-30,-0.0001262741006184953,0.00844176002394681,-0.062290843229477644,0.019664508899642774,0.008026640024925147,0.03512153132236295,0.0639463991407816,0.07705572412916117,0.09409148963879832,-0.023053299703577834,0.01594273974826832
2019-12-31,0.061144395908029114,0.08535370052672397,0.05471020736471521,0.10488203988322575,0.05468262234599752,0.14204720991119713,0.033798366305290095,-0.00633283642353033,0.005941938233947619,0.14221195815211818,0.04253116006701263
2020-03-31,-0.26178884671913727,-0.17276448827073,-0.5051588265011795,-0.3178511207185405,-0.2700607046028891,-0.11869015808164607,-0.13016907607904882,-0.19233790811196594,-0.1339410294012735,-0.12615454710285112,-0.2141932090174672
2020-06-30,0.2579845199179631,0.22398718828430386,0.319179778817432,0.11852138659456624,0.1693783348029485,0.3036951479549126,0.08494501065437454,0.13154597916311528,0.026910867526257487,0.1344990356439828,0.3051333973176482
2020-09-30,0.13468778815383087,0.10151102104093024,-0.19570037242630922,0.04591116991311894,0.12487912804547374,0.11932722684113095,0.09961952202802804,0.019313173843412024,0.06132701411624475,0.058253617507981525,0.15334127781911167
2020-12-31,0.14317544570960594,0.13784112477653654,0.2823669815362546,0.2313306372033639,0.15505707018687076,0.11673332013355808,0.06107176361998823,0.05000274544188943,0.0648346349856721,0.07989881181398828,0.09591797760906595
2021-03-31,0.09314486747349693,0.08846411527133813,0.30819345184401015,0.16013940002877014,0.1152230055470902,0.02361453687005599,0.01822642325928392,0.09092706230630121,0.028998148199668616,0.03266198736422199,0.04700211333155102
2021-06-30,0.04907772193896065,0.10632209598111642,0.10926511009424922,0.08180147036949159,0.0434112672480107,0.11385205446974545,0.030954212566365324,0.12982661367551018,-0.00498016532980361,0.08310354135643672,0.06393084306103236
2021-09-30,-0.03467558544252325,-0.008928296318861828,-0.02129495618031174,0.027322869611349887,-0.04144545779630726,0.01302097356520937,-0.010017758834810708,0.008324291394528505,0.017929879941029236,0.01427982152984475,0.006544104341300372
2021-12-31,0.1511718953427461,-0.02833890262350569,0.0792597296215789,0.04548611252387991,0.08553929202549337,0.16661460849587262,0.12781235708749406,0.1755616610086086,0.12934614010360845,0.1110088729791836,0.14096477216441627
2022-03-31,-0.023486118351508156,-0.11232170564904276,0.39047160450989016,-0.01485451601128851,-0.02350813294767584,-0.0842372724313607,-0.011357505750565489,-0.06201931684878992,0.04718549212235734,-0.02464808607564306,-0.0936986953723693
2022-06-30,-0.15928039625822332,-0.20905272767584093,-0.05400394259273955,-0.1749047971072002,-0.14815051676618585,-0.1980724870777768,-0.04174439465241442,-0.1475819765826173,-0.05061511624795878,-0.059921227198783344,-0.25514640929704235
2022-09-30,-0.0707247891964149,-0.11569473354071591,0.018112447922866703,-0.02957999181024984,-0.046982649430170054,-0.06330033127453671,-0.06949185787681078,-0.1106754807619923,-0.0595507695098223,-0.05183448451447159,0.038320049015027724
2022-12-31,0.1495842382479884,0.004555056874805619,0.22703269685305494,0.1335457721851041,0.1911968951363412,0.05065939411277531,0.12520005816383684,0.03719277320156489,0.08497708095726941,0.1263283449943322,-0.09081089491792471
2023-03-31,0.04287895594033175,0.21126282159451581,-0.04316381759496657,-0.0552757971206389,0.034468294049394554,0.2161953079386698,0.0069637051389606075,0.019388177490422986,-0.032781123990173855,-0.04332030378525764,0.16132170909230603
2023-06-30,0.032437912694208704,0.12447289036778919,-0.011409599513530488,0.053227222246470696,0.06492541177134892,0.15372615872005801,-0.00018498639021136132,0.01798952507585483,-0.025463882114640346,0.029479074116669057,0.1378332973677523
2023-09-30,-0.04756051280895157,0.010042688146278511,0.12180622872462465,-0.011620499469550793,-0.05150026800820062,-0.055100919527949044,-0.0659790720183483,-0.08883962744929441,-0.09218326029542145,-0.026082451680947694,-0.05031319914161647
2023-12-31,0.09659726259018564,0.11085026023588207,-0.06355484590372784,0.13916642955666703,0.13053531281804664,0.17675020677224507,0.0547311299296398,0.18832165140942658,0.08478863659049907,0.0640873693106605,0.11274603629190572
2024-03-31,0.08982551266094241,0.1269061136247036,0.13517389321034123,0.12443037032523341,0.1084242109083271,0.08382129478545908,0.06791867759333625,-0.006511986645972412,0.04519804518812709,0.08713473055613519,0.03065027871291548
2024-06-30,-0.04477677960228443,0.05175719903319065,-0.026777043133039413,-0.02011455034520493,-0.029146786670107505,0.08813976666901535,0.01045264178030636,-0.01846137979129947,0.0462969243513367,-0.009536963731789583,-0.005968877086236057
2024-09-30,0.028196190261605913,-0.018094828221953962,-0.06593529386309593,0.08221846309737457,0.050627639291850546,-0.07014982724174468,0.091799407302261,0.16974747419070768,0.13061346647489058,0.0685420617026693,0.02620613453534215
